"bsq_situacao_finalizada";"bsq_situacao_por";"finalizada_por"
"25";"154";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"41";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"130";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"118";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"134";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"153";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"128";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"92";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"93";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"46";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"45";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"94";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
